English,Nagamese
Movie franchises build expansive universes with dedicated fan bases.,Movie franchise khan toh fan khan ke vastey universe bonaye.
Documentaries offer insights into real-life events and issues.,Documentary pora life ke ghatna aru problem dikhai dey.
Animated films appeal to audiences of all ages with their charm and creativity.,"Animated film toh chutu pora dangor tak sobke bhal lagey, kelemane ita sweet aru creative ase."
Movie theaters provide communal experiences for viewers.,Movie theater pora public ekta lagot movie saakey.
Screenwriting is a craft that involves crafting compelling narratives.,Screenwriting ekta kam ase juntu pora story bonaye.
Directors use symbolism and metaphor to convey deeper meanings.,Director khan symbolism aru metaphor use korey undar ke meaning dikhai bole.
"Movies have the power to evoke laughter, tears, and everything in between.","Movie pora hasi, kanna aru sob feelings aney."
Film criticism offers analysis and interpretation of cinematic works.,Film criticism pora cinema ke analysis aru interpret korey.
The art of staying young while growing old.,Budha hoile bhi jawan thakibo lagey.
"What ever you do, don't retire!",Tumikiman koribo napai!
Little things that add up to a long and happy life.,Soru-soru jinish khan ek logote thaki bohut dighol aru khushi thaka jibon hoi.
Aging's escape velocity and the rabbit.,Burha hobo para manu aru huhura.
"Every year you live, you advance closer to the sign.","Joto din tumi bachi thakibo, tumi sign to olop olop kori agey barhi thakibo."
"When you reach the sign, you die.","Jetiya tumi sign to pahunchibo, tumi mori jabo."
Some biologists assert that our cells stop regenerating after about 120 years.,Kichu biologist khan koi amikhan laga cell khan 120 years piche regenerate hobo bandh kori dibo.
"Active mind, youthful body.","Ashal mind, jouth body."
"There is much wisdom in the classic saying "" a sound body"".","Etu purana kotha ""Ashal body"" te bohut wisdom ase."
It reminds us that both mind and body are important.,Etu amikhan ke mon porai dibo mind aru body duniata important ase.
"It has been shown that maintaining an active, adaptable mind is one of the key factors in staying young.","Etu dikhai dise ki ashal, mind banaikena thakile etu youth thakibo nimite dorkari ase."
Having a youthful mind also drives you toward a healthy lifestyle that will slow the aging process.,"Youth mind thakile healthy lifestyle te bhi mon jai, jun to aging process ke slow koribo."
A lack of physical exercise has negative effects on our bodies and mood.,Physical exercise nakorile amikhan laga body aru mood kharap hoi.
That is why it's so important to give your brain a workout.,Etu nimite tumi laga brain ke workout dibo.
There is a tension between what is good for someone and what they want to do.,Etu tension ase ki kunba manu nimite ki bhal aru ki koribo lage.
"This is because people, esspecially  older people like to do things as they've always done them.","Etu nimite manu khan, budha manu khan purana dhoron te kam kori bole mon jai."
"The problem is that when the brain develops ingrained habits,it doesn't need to think anymore.","Problem to hobo jetia brain to purana habit banaibo, etu aru bhabibo dorkar nai."
"Things get done quickly and efficiently on automatic pilot, often in a very advantageous way","Jinish khan joldi aru asani te automatic pilot te hoi jai, bohut faida thakimete."
"This creates a tendency to stick to routines, and the only way of breaking these is to confront the brain with new information.","Etu ekta routine banaibo, aru ekta rasta ase etu bhangibo nimite brain ke notun jankari dekhao."
"Presented with new information, the brain creates new connections and is revitalized.","Notun jankari dekhaile, brain to notun connection banaibo aru ashal hoi jabo."
"That is why it is important to expose yourself to change, even if stepping outside your comfort zone means feeling a bit of anxiety.","Etu nimite tumi nijeke change te expose koribo lage, yedi tumi laga comfort zone para ulai ahile tension lage bhi."
The effect of mental training have been scientifically demonstrated.,"Mental training'' ke effect to scientifically dikhai dise."
You begin exerciseing your brain by doing a certain task for the first time.,Tumi nimite ekta task first time kori kene tumi exercise shuru kore.
"And at first it seems very difficult, but as you learn how to do it, the training is already working.","First time te tumi ke dikhar nimite bohut muskil lage, kintu tumi sikhikena koribo lage, training to kaam kori ase."
"The second time, you realise that it's easier, not harder, to do because your getting better.","Second time te tumi janibo,ki eto easy ase koribo nimite, kintu eto kothin nai, tumi bhal hoi ase nimite."
This has fantastic effect on a person's mood.,Etu to ekjon manu nimite mood bohut bhal hoi.
Our neurones start to age while we are still in our twinties.,"Amikhan laga neurones to age hoi jai, ami khan laga twinties te thaka time te."
"This process is slowed, however by intellectual activity, curiosity, and a desire to learn.","Etu to slow hoi, intellectual kaam kori thakile, curiosity,aru sikhikena lobh thakile."
A more positive outlook in regard will yield greater mental benefits.,Ekta bhal outlook hobo dikhar nimite aru mind nimite bisi faida hobo.
Stress :accused of killing longevity.,Stress: life to komti kori bole nimite dusi thakise.
Many people seem older than they are.,Bohut manu to dikhar nimite dangor ase.
Most health problems are caused by stress.,Bisi health problem to stress nimite hoi.
How does stress work?,Stress to ki dhorone kaam kore?
"These days, people live at a frantic pace and in a nearly constant state of competition.",Aji kali manu khan bohut joldi jibon te ase aru competition te ase.
Were relaxed most of the time.,Relax thakibo nimite.
Work most of the time and are alert to any and all threats.,Bisi time kaam kore aru sob dhyan dibo darr lagibo khan thakile.
Felt stress only in very specific situations.,Stress to thora situation te hobo.
Peoples are online for notifications from their cell phones twenty-four hours a day.,Manu khan online te notification nimite cell phone te 24 hours thake.
The threats were real : a predator could end their lives at any moment.,Darr to sotti ase: ekta janwar tumi khan laga jibon shesh koribo pare.
The brain associates the ping of a cell phone or an email notification with the threat of a predator.,Brain to cell phone te awaaz ahile sote darr lage jese janwar ahile.
High dose of cortisol and adrenaline at moments of danger kept the body healthy.,Cortisol aru adrenaline manu khan laga body te dangor danger nimite toh bhal thake.
"These processes are, in moderation , beneficial - they help us over come challenges in our daily lives.","Etu kaam khan, normal level te thakile bhal ase - etu amikhan ke din to din jibon te problem para bahar hobo te help kore."
The stress to which human beings are subjected today is clearly harmful.,Aji kali manu khan ke stress dibo dikhen toh dukh dibole nimite hoi.
Stress has degenerative effect over time.,Stress toh time laga pichete dukh di thake.
"It's secondary effects include irritability, insomnia, anxiety, and high blood pressure.","Etu khan laga side effect ase chirchira hoi thaka, rati te ghumabo para, tension hobo aru high blood pressure hobo."
Be mindful about reducing stress.,Stress kamti koribole nimite dhyan di thakibi.
A little stress is good for you.,Olop stress toh bhal ase tumi nimite.
A lot of sitting will age you.,Beshi bisibole para tumi budha hoi jabo.
Walk to work or just go on a walk for at least 20 minutes each day,Kaam koribole nimite hedu aru najor hoile bhi every day 20 minutes nimite hedu.
Use your feet instead of an elevator or escalator.,Elevator aru escalator jagah te tumi laga khuj khan use koribi.
"This is good for your posture, your muscles and your respiratory system among other system","Etu to bhal ase tumi laga posture, tumi laga muscles aru tumi laga respiratory system aru dusra system bhi bhal hoi jabo."
Participate in social activities so that you don't Pan too much time in front of the television.,"Social kaam te hissa low, titu para beshi time television age te na thakibi."
Replace your junk food with fruits and you will have less of an urge to snake and more nutritions in your system.,"Tumi laga junk food ke fruit khan para bodli koridi, titu para tumi kamti snake koribo aru besi nutritions pabo tumi laga system te."
Get the right amount of sleep.,Thik amount te ghumabi
Play with children or pets or join a sports team.,Pilla logote khel aru janwar logote khel najor hoile sports team join kori lobi.
Be conscious of your daily routine in order to detect harmful habits and replace them with more positive ones.,Tumi laga din to din kaam te gyaan rakhibi kun khan burra adat ase aru etu khan ke bhal adat para bodli kori dibi.
By making small changes we can begin to renew our bodies and mines and increase our life expectancy.,Soru soru changes korikena amikhan laga body aru mind ke nawa koribo para aru jibon bisi dhori thakibo para.
A powerful antioxidant help us live longer.,Ekdam takat wala antioxidant amikhan ke bisi din bachibo te help kore.
Eating a balance diet and getting more calcium.,Balance diet khabi aru bisi calcium low.
Soaking up a moderate amount of Sun each day.,Moderate amount te suraj laga puhor te thakibi every day.
The mind has tremendous power over the body and how quickly it ages.,Mind laga takat bisi ase body opor te aru kiman joldi budha hobo.
Most doctors agree that the secret to keeping the body young is keeping the mind active.,"Majority doctor khan log etu kotha te agree kore ki body ke young rakhibole nimite mind to active rakhibole lage."
Those who face challenges with a positive Outlook and are able to manage their emotions are already well on their way toward longevity.,"Juntu manu khan positive outlook loi challenge burok face kore aru nijor emotion burok control kore bole pare, taikhan already lomba jindagi homai ase."
"This can be seen in the greater life expectancies of certain cultures with unhurried, deliberate lifestyles."," Etu certain culture te dikhibole pai, juntu khan aramse aru dhire dhire jindagi batise, taikhan besi din bachi thake."
How to live longer and better by finding your purpose.,Kemne lomba aru dhunia jindagi jiyibo nijor purpose pailikena.
"The search for purpose become a personal, driving force that allow people to achieve their goals.","Purpose nimite khojito personal, driving force hoi jaiche juntu manu ke nijor goal achieve koribole madad kore."
"A person feel empty frustrated, or anxious.","Ekta manu empty, frustrated, o anxious feel kore."
The therapist shows him that what he is feeling is the desire to have a meaningful life.,Therapist taike dekhai ki juntu taikhan feel korise etu meaningful jindagi kimite mon ase.
The patient discovered his life's purpose.,Patient taikhan nijor jindagi purpose pahile.
"Of his own free will, the patient decides to accept or  reject the destiny.","Nijor icha hisab se, patient decide kore destiny ke accept koribo nahi reject koribo."
This new found passion for life helps him overcome obstacles and sorrows.,Etu notun josh jindagi nimite taike obstacles aru dukh burok harbole madad kore.
Frankl himself would leave and die for his principles and ideals,Frankl nijor principles aru ideals nimite jibon diche aru morise.
The patient reclines on couch like a patient.,Patient couch te patient nisina homai ase.
"The patient sits facing the therpist who, guides him or her without passing judgement.",Patient therapist ke sai kene bohe juntu taike guide kore without judgement pass korikena.
Look what the future,Sai lwo future ki ase.
The drive is towards pleasure.,Drive to pleasure homai ase.
Does not delve into the patients neurosis.,Patient neurosis te nahi dubhe.
The drive is towards purpose and meaning of life.,Drive to purpose aru meaning of life homai ase.
Includes a spiritual dimension.,Spiritual dimension bi homai ase.
Analyzes the unconscious origin of conflicts.,Conflicts khan kot pora ahise etu analyze kore.
Deals with conflicts when and where they arise,Conflicts buruk deal kore jabole aru kote taikhan arise hoi.
Limits itself to the patience instincts,Dhoi loi thakibo lage aram se aru patience thakibo lage.
Seeks to reconcile conflicts and satisfy impulses and instincts.,"Jhagda aru mon khan calm koribo lage, aru mon'or icha khan ke fulfil koribo lage."
Seeks to help patient find meaning in his life and satisfy his moral principles.,"Patient khan ke nijor life'ot meaning bisari bole help koribo lage, aru moral principle khan ke fulfil koribo lage."
"Existential frustration arises when our life is without purpose, or when that purpose is skewed.","Jitia amikhan'or life kunu matlab nai hoile, ami existential frustration feel kore."
It helps them change their own destiny.,Logotherapy help kore nijor destiny change koribo nimite.
He who has a why to live for can bear with almost any how.,"Jun manu ke jinda thakibo nimite kunu ekta karan ase, etu manu kunu bhi dukh ke sahoj se accept koribo pare."
"What we need then is not a peaceful existence, but a challenge we can strive to meet by applying all the skills at our disposal.","Ami ke aram'or life dorkar nai, ami ke challenge dorkar ase junke ami nijor skill se pura koribo pare."
It can even lead to suicide.,Etu suicide bhi koribo pare.
He has to find a solution.,Ekta solution bisaribo lage.
"Above all, he has to find his purpose, his reason for getting out of bed.","Sobothok pora etu important ase, ekta reason bisaribo lage kio bed pora uthibo."
I feel empty inside.,Bhitor pora ekdom khali lage.
Discovering one's purpose in life helps an individual fill that existential void.,Life'ot kunu ekta aim bisari pora void jaga ke fill koribo pare.
"A man who faced his problems and turned his objective into actions, could look back on his life in peace as he grew old.","Juntu manu nijor problem ke face kore aru objective ke action pe convert kore, etu manu aram se nijor pichla life ke dikhi bole pare jitia etu budha hoi jaise."
Better living through logotherapy.,Logotherapy pora aram'or life.
"We don't create the meaning of our life, we discover it.","Life'or meaning ami nai banai, ami bisari."
Humor can help break negative cycles and reduce anxiety.,Humor pora negative cycle ke break koribo pare aru tension komti koribo pare.
We all have the capacity to do Nobel or terrible things.,Amikhan sobke Nobel aru bura kam koribo nimite capacity ase.
"If we try to get rid of one wave with another, we shouldn't try to control them or get ridvof them","Ami jitia ekta wave ke dusra wave se hatabo nimite try kare, ami etu khan ke control koribo nimite chesta nakoribo lage."
We don't create our feelings; they simply come to us.,"Ami nijor feelings nai banai, etu ami khan logot automatic ase."
The trick is welcome them.,Welcome koribo nimite trick ase.
Do what you should be doing.,Tumikiman khanikoribi lage ta kor.
"Hello solitude. How are you to day? Come, sir with me, and I will care for you.","Okolah thakibi, keman ase aji? Ah, moi tumike sai dibi."
"We shouldn't focus on eliminating symptoms, because recovery will come on its own.","Ami bemari thik koribole dhyan nadibo lage, kelemane thik toh nijorpora hoibo."
"We should focus instead on the present moment, and if we are suffering, on accepting that suffering.","Ami etiya ki ase hete dhyan dibo lage, aru dukh paishe agar ami dukh toh manibo lage."
We should avoid intellectualizing the situation.,Ami besi dimag nadibo lage situation toh loi.
What do we need to be doing right now?,Ami etiya ki koribo lage?
How to turn work and free time into space for growth.,Kiman kaam aru suti somoyke dami banau.
Imagine you are skiing down one of your favorite slopes.,Sobo tumi ski kori ase tumi bhal puwa jaga te.
Powdery snow flies up on both sides of your like white sand.,"Dhuli dhua uri ase tumi duio fale pora, dhuwali nisina."
You are entirely focused on skiing as you can.,Tumi dhyan di ski kori ase dhyan di.
"You are completely immersed in the experience, not thinking about or distracted.","Tumi ekdom majot ahi jaishe, tumi ki kori ase hesote, aru tumi ekdom dhyan di ase."
"Your eco dissolves, and you become part of what you are doing.","Tumi nijorke harai dise, aru tumi ekjon hoi jaishe ki kori ase hete."
"This is the kind of experience Bruce Lee describe it with his famous ""be water , my friend"".","Etu nisina experience Bruce Lee koi sele ""pani hoi jabi, morom loga bondhu""."
We've all felt our sense of time vanish when we lose ourselves in an activity we enjoy.,Ami sob time kenekoi jaishe najanu jitia ami nijorke harai di kamt korute ami khushi thake.
"We start cooking and before we know it, several hours have passed.",Ami ranna koribo start kore aru najanu ketiya ghonta paar hoi jaishe.
We spend an afternoon with book and forget about the world going by until we notice the sunset.,"Ami kitab loi bahi thake aru dunia ke pahari jaishe jabole, jitia ami suruj dubi bole sai."
"We go surfing and don't realise how many hours we have spent in the water until the next day, when our muscles ache.","Ami surfing kori bole jai aru najano kiman ghonta pani te thakise jabole, jitia aamar hath guri dukhi."
The opposite can also happen.,Ulta bhi hobo pare.
"When we have to complete a task we don't want to do, every minute feels like a lifetime and we cannot stop looking at our watch.","Jitia ami kam koribo mon najai, eku minute bhi etu jibon pora bhi besi lage aru ami ghuri ghuri ghari nasai bole napare."
"Put your hand on a hot stop for a minute and it is seems like an hour . sitwith a pretty girl for an hour , and its since like a minute.",Ek minute garam jaga te hathto dhara aru etu ek ghonta nisina lage. Ek ghonta murti loga sobite bahi thaki aru etu ek minute nisina lage.
"The funny thing is that someone else might really enjoy the same task, but we want to finish as quickly as possible.","Asol kotha toh ase koi, etu kaam dusra manu bhi bhal paare, kintu amikhan toh joldi shesh koribo lage."
What makes us enjoy doing something so much that we forget about whatever worries we might have while we do it?,"Ki ase etu kaam te ju amikhan bhal paai ase, juntu amikhan ke chinta pora door kore?"
It is not only creative professionals who required the high dose of concentration that promote flow,"Etu toh sirf creative manu khan nimite nai, juntu khan ke high concentration dorkar ase."
"Most athletes, chase players ,and engineers also spend much of their time on activities that bring them to this state.","Beshi athlete, chase players aur engineers bhi besi time etu kam te lagei thake."
But what happens to our mind when we are in that state?,Kintu amikhan ki hobo amikhan laga mind te jitia amikhan etu halot te aase?
"When we flow , we are focused on a concrete task without any destructions.","Jitia Amikhan flow te thake, amikhan laga focus concrete kaam te thake, kunu distractions nathakhe."
The opposite occurs when we try to do something while our mine is in on other things.,"Ulta hobo jitia ami kunu kaam koribole chesta koribo, kintu mind toh dusra chij te thakibo."
Activities that are two easy lead to apathy.,Kamti kaam toh apathy hoi jai.
"Every task ,sport or job has a set of rules, and we need a set of skills to follow them.","Ekdam kaam, sport, aur naukri laga apna apna rules ase, aur amikhan laga apna skill dorkar ase etu follow koribole nimite."
"If the rules for completing a task or achieving a purpose are too basic relative to our skill set, we will likely get bored.","Jodi kunu kaam pura koribo laga rules kamti ase amikhan laga skills pora, toh amikhan bore hoi jabo ."
We want to see challenges through to the end because we enjoy the feeling of pushing ourselves.,Ami challenge khan shesh tak dikhibo lage kelemane ami bhal pai amikhan laga nijorke dhakka dibole nimite.
To be able to concentrate for a considerable amount of time is essential to difficult achievement.,Concentrate dibole nimite beshi time tak important ase.
"If you are a graphic designer ,learn a new software program for your next project.","Jodi tumi graphic designer ase, eku notun software shikibo lage tumi laga next project nimite."
"If you are a programmer, use a new programming language.","Jodi tumi programmer ase, eku notun programming language use koribo lage."
"Add a little something extra, something that takes you out of your comfort zone.","Alpa besi milabo lage, juntu tumi laga aram jaga pora ulaibo."
"Even doing something as simple as reading means following certain rules, certain abilities and knowledge.","Eku simpal chij kori bole bhi certain rules follow koribo lage, certain abilities aur knowledge dorkar ase."
It's like heading out to see with a map but no destination,Etu toh map loi ke sabi bole jua nisina ase kintu kunu manjil nai.
What is my objective for today's session in the studio?,Aji laga session nimite studio te ki objective ase?
How many words in I am going to write today for the article coming out next month?,Kiman word ami likhibo aji etu article nimite juntu next month te ulaibo?
What is my team's mission?,Ami laga team laga mission ki ase?
How fast will I said the metronome tomorrow in order to play that Sonata and allgrow tempo by the end of the week?,"Etu Sonata bajabo nimite aru week shesh te tempo boost koribo nimite, metronome kitna speed te ami kal kobo lage?"
"Having a clear objective is important in achieving flow, but we also have to know how to leave it behind when we get down to business.","Goal thik rakhile flow paibo nimite dorkar ase, kintu kaam koribole time etu kenekoi chari dibole lage janebole dorkar ase."
"Once the journey has began, we should keep this objective in mind without obsessing our it.","Ek baar jatra shuru ho gele, ami etu goal matha te rakhibo lage kintu etu loi ekdom chinta kori thakibo nalage. "
"When Olympic athletes complete for gold medal, they cannot stop to think how pretty the middle is.","Olympic athlete gold medal nimite jitia competition kore, tetiya majha khan kittia sundor ase buli bhabibole xomoi nathaka "
Our brains can take in millions of bits of information but can only actually process a few  dozen per second.,"Amaar brain millions bits information lobopare kintu onekom process koribo pare, per second te keitaman dozen."
"Unfortunately ,we are not computers attacked at parallel processing.",dukhjonok bhaabey ami computer nohoy juntu parallel processing kori thake. 
Concentrating on one thing at a time maybe the single most important factor in achieving flow.,Ekta bostut monojog dibole hole flow paabo nimite important ase.
"Technology is great, if we are in control of it.","Technology dhunia ase, jodi ami control kore."
"Technology is not so great, if it's takes control of us.","Technology dhunia nohoy, jodi etu amake control kore. "
Google an internet will have taken over fulling you out of your state of flow.,Google aru internet pura din flow state theke uliyai dibo.
Concentrating of a single task makes achieving flow more likely.,ekta kaamat concentrate korile flow pawa chance toh besi thake. 
Concentrating on a single task increase productivity.,Ekta kaamat mon diman productivity barhi jaaye.  kaamat মনোযোগ দিলে flow পাওয়া to ekdom impossible ase. 
Multitasking makes achieving flow impossible.,Ekeloge bahut kaamat manajog flow poa to ekdom impossible ase. 
Multitasking decreases productivity by 60%.,Ekeloge bahu kaamat manajog dile 60% productivity kom hoi.
Concentrating on a single task makes us less likely to make mistake.,Ekta Kaamat Dhayn dile bhul korar xombhabana komi jai. 
Multitasking makes it harder to remember things.,Eklage bohut kaamat manajog dile manot rakha toh kothin ase.
Concentrating on a single task cause us to become more considerate as we pay full attention to those around us.,Ekta kaamat Dhayn dile ami besi bibesonaxil  hoi karon amar charipakhe thaka bastut monojog diu. 
Concentrating on a single task help us feel clam and in control of the task at hand.,Ekta Kaamat Dhayn dile dhir aru nijeke niyantrita ahubhab hoi. 
"Multitasking make us feel stressed by the sensation that we are losing control, that our task our controlling us.","Eklage bohut kaamat manajog dile Ami stress anubhob koro karon ami nijer niyantran herai aso, amar kaam amake niyantran koriso."
Multitasking reduce creativity.,Eklage bohut kaamat manajog dile sristhsilata kome
What can we do to avoid falling victim to this flowimpeding epidemic?,Ami khan ke etu kaam-bhora bimarir shikar nohoikena thakibo karone ki koribo pare?
How can we train our brains to focus on a single task?,Ami khan laga dimag ekta kam te focus koribo karone kenekoi train dibo pare?
Don't look at any kind of screen for the first hour your weight and the last or before you go to sleep.,Tumi utha laga perthom ghanta aru loi jua laga agote kunu screen nalekibi.
Turn off your phone before you achieve flow. There is nothing more important than the task you have chosen to do during this time.,Tumi laga phone to kaam shuru kora age te bondh koridi. Etu time te tumi juntu kaam koribo nemiti hoise etu pora dangar aru ekku nai.
"If this seems to extreme, enable the ""do not disturb"" function so only the people close it to you can contact you in case of emergency.","Etu bohut besi lagele, ""do not disturb"" function to enable koridi, etu pora tumi laga najuk manu khan matro emergency time te contact koribo paribo."
Go to a cafe that doesn't have a Wi-Fi.,Etu dukan te ja Wi-Fi nai.
Read and respond to email only once or twice per day .define those time clearly and stick to them.,Email din te ekbaar nimite duibar porhi aru jowab dibi. Eku time fix kori lobi aru etu time te thik se cholibi.
Start your work session with a ritual you enjoy and end it with a reward.,Tumi poisa kam koribo shuru kora time te eku puja kori shuru koribi aru khatam kora time te eku inaam dibi.
Work in a space where you will not be distracted.,Etu jaga te kam koribi juntu jaga te tumi disturb nahobo.
"Divide it activity into groups of related task, and assign each group it's own place and time.",Etu kaam to group kori lobi aru etu group khan karone jaga aru time fix koridi.
The tour bus was packed with teenage girls heading toward their next adventure.,Gari to chokra khan pora bhora ase aru taikhan laga kaam koribo nimite jai ase.
Today we gathered moss for my uncle's wedding.,Ajikali ami manu khan moi laga kaka laga biya nimite moss jama korise.
"When he asked her favorite number, she answered without hesitation that it was diamonds.","Tai taikhan laga favorite number ki hudi time te, tai eku nokoi kena koi dise diamond ase."
The hand sanitizer was actually clear glue.,Hath safa kora saman to asal te glue ase.
The group quickly understood that toxic waste was the most effective barrier to use against the zombies.,Joldi joldi group toh bujhi loise juntu bikh thaka saman to zombies laga birud te kam dibo.
He spiked his hair green to support his iguana.,Tai laga baal to heru kori dise iguana laga support karone.
She discovered van life is difficult with 2 cats and a dog.,Tai van life to bohut taklif ase buli bujhi loise 2 ta meow aru kukur thakile.
Nobody has encountered an explosive daisy and lived to tell the tale.,Kunubi manu explosive daisy logote bheti kora nai aru bachikena koi bole nimite.
Bill ran from the giraffe toward the dolphin.,Bill giraffe pora bhagi ase dolphin lage.
My country is a democratic country,Moi laga desh to democratic desh ase.
Even the smallest words can give deepest scars sometimes.,Soru kotha khan bhi etu homoi te bohut dukh dibo pare.
Lets all be unique together until we realise we are all the same.,"Ami khan sob alag hoi kene ekta lage thakibo, jaboleke ami khan bujhiboleke ami khan sob ekhi ase."
He found rain fascinating yet unpleasant.,"Taike borokha to lagaan dibole bhi bhal lage, aru napasand bhi lage."
He liked to play with words in the bathtub.,Tai tub te bhorti hoi kene kotha/word logote kheli bole bhal pai.
Global warming is the biggest threat for this generation.,Global warming etu generation nimite dangar dhumki ase.
He was sitting in a trash can.,Tai kachra peti bhitor te bohi ase.
It isn't difficult to do a handstand if you just stand on your hands.,"Hath te khara hobole etu etu dukh nai, tumi hath upor te khara hoile."
The green tea and avocado smoothie turned out exactly as would be expected.,"Green tea aru avocado smoothie jiman bhabisili, thik timan he hoise."
Today I bought a raincoat and wore it on a sunny day.,Aji moi raincoat kini kene rod din te pindhi thakise.
Douglas figured the best way to succeed was to do the opposite of what he'd been doing all his life.,"Douglas etu sikhise, kunta taikhan pura jibon te korise, taikhan ulta korile besi bhal hoi."
"He wondered why at 18 he was old enough to go to war, but not old enough to buy cigarettes.","Tai bhabise kele 18 years te moi lorai koribo nimite dangor ase, kintu cigarette kinibo nimite dangor nohoi."
Each person who knows you has a different perception of who you are.,"Tumi kun ase, etu bujhibole nimite manu khan laga alag alag bhabona ase."
Swim at your own risk was taken as a challenge for the group of Kansas City college students.,Swim at your own risk etu Kansas City college student khan nimite challenge thakishe.
The family’s excitement over going to Disneyland was crazier than she anticipated.,Disneyland jabole nimite family khan khushi taikhan bhabona kora danguar ase.
"David subscribes to the ""stuff your tent into the bag"" strategy over nicely folding it.","David tactis ""tumi laga tent bag bhitor te purai dibi"" bhal se fold kora upor te."
He is good at eating pickles and telling women about his emotional problems.,Achar khabole aru maiki khan ke taikhan laga dukh kotha kobole tai bhal ase.
I thought red would have felt warmer in summer but I didn't think about the equator.,Moi bhabisili summer te lal rang ghorom lage but moi equator bhabona nakora.
The urgent care center was flooded with patients after the news of a new deadly virus was made public.,"Urgent care center to patient khan pora bhorti ase , kelemane notun moribole virus khobor ulai ahise."
It would have been a better night if the guys next to us weren't in the splash zone.,"Etu rati bhal hobo thakishe, jodi ama khan usorte pora manu khan splash zone te nai thakile."
Her fragrance of choice was fresh garlic.,Tai laga bhal puwa scent to fresh garlic thakishe.
Best friends are like old tomatoes and shoelaces.,"Best friend khan toh purana tomato aru juta dori nisina ase.
"
Pat ordered a ghost pepper pie.,Pat toh bhut jolokia pie order korise.
The team members were hard to tell apart since they all wore their hair in a ponytail.,"Team member khan ke identify kora toh bhut muskil thakise, kelemane sobai ponytail banai thakise."
The clock within this blog and the clock on my laptop are 1 hour different from each other.,Etu blog bhitor te thaka clock aru moi laga laptop laga clock majot ek ghanta gap ase.
The tattered work gloves speak of the many hours of hard labor he endured throughout his life.,Phata work gloves pora taikhan laga jindagi te kitna mehnat korise jana jae.
"As she walked along the street and looked in the gutter, she realized facemasks had become the new cigarette butts.","Tai rasta te jabole time gutter te sai thakise, aru tai janise ki facemask khan toh notun cigarette butts hoise."
Watching the geriatric men’s softball team brought back memories of 3 yr olds playing t-ball.,Old manu khan laga softball team saikena 3 saal bacha khan t-ball khelise yaad ahise.
Separation anxiety is what happens when you can't find your phone.,Separation anxiety toh etu ase jabole tumi laga phone napae.
There aren't enough towels in the world to stop the sewage flowing from his mouth.,Duniya te etna towel nai ta laga muh pora nikla huwa sewage rokibo nimite.
"Sometimes I stare at a door or a wall and I wonder what is this reality, why am I alive, and what is this all about?","Ketia ami door aru wall te sai thake aru ami bhabe ki etu reality ki ase, kele ami jinda ase, aru etu sob ki chiz ase?"
He wasn't bitter that she had moved on but from the radish.,"Tai bura napae kelemane tai move on korise, kintu radish pora bura lagise."
The complicated school homework left the parents trying to help their kids quite confused.,School homework khan bhut complicated thakile etu pora parents khan bacha khan ke help koribole time confuse hoijae.
There were three sphered rocks congregating in a cubed room.,Tinita gol gol pathor ekta cube room te ekloge ase.
The changing of down comforters to cotton bedspreads always meant the squirrels had returned.,Down comforter pora cotton bedspread te change korile matlab squirrel khan wapas ahise.
He would only survive if he kept the fire going and he could hear thunder in the distance.,Tai bachibo agar tai aag jalai rakhibo aru tai door te thunder awaz sunibo.
"Mary realized if her calculator had a history, it would be more embarrassing than her computer browser history.","Mary janise agar taikhan laga calculator te history thakile, etu taikhan laga computer browser history pora bhi sharam hobo."
The hawk didn’t understand why the ground squirrels didn’t want to be his friend.,Hawk toh najanise kele ground squirrel khan taikhan laga dost bano bole nimite nimane.
I trust everything that's written in purple ink.,Moi purple ink te likha huwa sob chiz ke biswas kore.
"Thirty years later, she still thought it was okay to put the toilet paper roll under rather than over.","Tis saal piche bhi, tai bhabise toilet paper roll under te rakhile toh thik ase."
He found the chocolate covered roaches quite tasty.,Tai chocolate covered roaches bhut tasty paishe.
How to face life's challenges without letting stress and worry age you.,Jibon toh kene kori challenge face koribo stress aru tension nadikena age othe.
"Elevate the crown of your head, and focus all your energy there.",Matha ulaikena energy toh eka jagah te focus kor.
I plant my own vegetables and cook came myself.,Moi nijor babo vegetable lagai aru khana banai.
"I get up at 4 everyday. I set my alarm for that time ,have a cup of coffee and do a little exercise",Moi 4 bajote uthe. Moi alarm set kore aru coffee pikhai exercise kore.
Words of  wisdom from the longest living people in the world.,Longest jinda thaka manu khan pora shikhise kotha.
I have never eaten meat in my life.,Moi jinda thaka time te mankha nakhai.
"Eat and sleep ,and you will live a long time .you have to learn to relax.","Khana khai aru aram se nidra lo, taile tumi dighol jinda thakibo. Relax koriboley shikhilebi."
He gave one of her last interviews at h 107.,Tai last interview 107 boishete dise.
"Things were better ,back in the old days.",agila din khan sob bhal thakise.
We used to dance seeing joy.,agila time te nachise khushi dikile.
I still remember most of the words.,Aji bhi moi kotha yaad ase.
"I still remember many prayers, and say them  still today.",Aji bhi moi dua yaad kore aru aji tak koi ase.
"When she had finished recalling her pass she began to dance ,enjoy.","agila dinkhan yaad kori khatam kora pichete tai nachise , mojha lagise."
One of her secrets may have been her sense of humour.,Tai laga ekta secret toh hobole pare tai laga hashi majak kora sense.
"I see badly, I hear badly, and I feel bad ,but everything fine","Moi bhal pora nadikhe, bhal pora nasune, aru bemar lage, kintu sob thik ase."
