English,Kokborok
"Give me my wives and my children for whom I have served you, and let me go; for you know the service which I have given you.”","Ani hiksongno tei ani bwsarokno ano rw si di, ang bórokni bagwi se nini oro samung tangwi tongo, ang tháng sinai. Nwng saui mano ang bwswk khe nono mon kha.”"
"But Laban said to him, “If you will allow me to say so, I have learned by divination that the Lord has blessed me because of you;","Tamo khe Laban bono hai hwnwi sa kha, “Nwng ano sa di hwn khe ang diyari ka rwui saui man kha Subraiyung ano nini bagwi hamari rw kha;"
"name your wages, and I will give it.”",nini dormai bwswk ano sa di ang abono rwui rwnai.”
"Jacob said to him, “You yourself know how I have served you, and how your cattle have fared with me.","Jakob bono hai hwnwi sa kha, “Nwng sak’-no si-o ang nono bwswk khe mon kha tei nini mal-matarok ang mwrwk phuru er kha abo nwng’-no si-o."
"For you had little before I came, and it has increased abundantly; and the Lord has blessed you wherever I turned. But now when shall I provide for my own household also?”","Swkango ang phai ya sini nini kisicha se tongmani ang phaiwi se nini abórok aswk kwbáng khe ero, ang tháng thani’-no Subraiyung nono hamari rw kha. Hakhe buphuru ba ang ani núkhungni bagwi khati sinai?”"
"He said, “What shall I give you?” Jacob said, “You shall not give me anything; if you will do this for me, I will again feed your flock and keep it:","Bo hai hwnwi sa kha “Ang nono tamo rwnai?”
Jakob hai hwnwi sa kha, “Nwng ano mungsa phano rwna nang glak; tumung nwng ani o kók bai lon khe ang mungsabo na ya, ang nini merarokno mwrwk phinai:"
"let me pass through all your flock today, removing from it every speckled and spotted sheep and every black lamb, and the spotted and speckled among the goats; and such shall be my wages.","Tini ano nini mal-matarokni kwchar tẃi him rw di tei ang bebak mera kosomrokno tei merarokno, punroknibo bebak merengrokno tei mari gwnangrokno nanai. Abórok ani dormai wng si thung."
"So my honesty will answer for me later, when you come to look into my wages with you. Every one that is not speckled and spotted among the goats and black among the lambs, if found with me, shall be counted stolen.”",Ang sói da sói ya nwng ani manthaino phaiwi nai phai khe’-no nuknai. Mereng ya tei mari gwnang punrok tei mera kosomrokno phaiwi ani oro nuk phai khe ano khok kha hwnwi nwng rom si di.”
"Laban said, “Good! Let it be as you have said.”","Laban hai hwnwi sa kha, “Ang soi-o, nwng sama hai’-no wng thung.”"
"But that day Laban removed the he-goats that were striped and spotted, and all the she-goats that were speckled and spotted, every one that had white on it, and every lamb that was black, and put them in charge of his sons;","Tamo khe Laban a salo’-no bebak punjua mereng tei brang brang mari gwnang tei bebak puma mereng mari gwnangrokno tei kuphur gwnangrokno nor kha, bo mera kosomroknobo nor kha; bo bwslasongno abórokni barja ber kha;"
and he set a distance of three days' journey between himself and Jacob; and Jacob fed the rest of Laban's flock.,aboni ulo khe a mal-matarokno tẃiwi salthamni lama hakchalo thángwi Jakobni aroni tháng kha. Jakob Labanni tei tongma merarokno mwrwk kha.
"Then Jacob took fresh rods of poplar and almond and plane, and peeled white streaks in them, exposing the white of the rods.",Aphuru khe Jakob poplarni almon tei plan buphangrokni bedek kwthang naui abórokno bukur khugwi latha kuphur khlai kha tei belengtwi kuphur kari kha tei.
"He set the rods which he had peeled in front of the flocks in the runnels, that is, the watering troughs, where the flocks came to drink. And since they bred when they came to drink,","Bo a bukur khukma dangrokno a merarokno twi khan rwma jidoloni twilamo khe ton kha, ayang tẃi twi kochokkhlaiwi phai-o. Bórok aro twi nung laina kuthum lai phai phuru khe merarok ogo bwsa wngo,"
"the flocks bred in front of the rods and so the flocks brought forth striped, speckled, and spotted.",hakhe a dangrokni bwskango ogo chunairokni bwsarok achai khe brang brang mari metrengrok tei merengrok bá o.
"And Jacob separated the lambs, and set the faces of the flocks toward the striped and all the black in the flock of Laban; and he put his own droves apart, and did not put them with Laban's flock.",Ulo Jakob a mera bwsarokno khagwi tono tei pun mera bodolrokno Labanni mereng tei kosom mera punrokni phaising; tei bo saknino khe Labanni bodol bai ton yaui khagwi tono.
"Whenever the stronger of the flock were breeding Jacob laid the rods in the runnels before the eyes of the flock, that they might breed among the rods,","Mera bodolni raktho raktho merarok ogo chu laima jora-o khe mera bodolrokni bwskango khe a dangrokno twilamni búkhúgo khe tono,"
"but for the feebler of the flock he did not lay them there; so the feebler were Laban's, and the stronger Jacob's.",tamo khe mera bodolrokni kebel kebel merarok ogo chu laima jora-o khe abono aro ton ya; hakhe raktho rakthorok khe merarok khe Jakobni tei kebel kebelrok khe Labanni wngo.
"Thus the man grew exceedingly rich, and had large flocks, maidservants and menservants, and camels and asses.","Hakhe Jakob belai khe cha sa khe, bini mal-matarok selengrok, selengjwkrok, mangingangrok korai chirkarok kwbángma wng kha."
"Now Jacob heard that the sons of Laban were saying, “Jacob has taken all that was our father's; and from what was our father's he has gained all this wealth.”",“Jakob chini aphani bebakno na bai kha; bini rang rírok bebakno chini aphani aroni máng se.” hwnwi Labanni bwslasong sa laiwi tongmano Jakob khna kha.
And Jacob saw that Laban did not regard him with favor as before.,Jakob naiwi nai ba Laban bono swkango bono nuk tẃi khe nuk li ya.
"Then the Lord said to Jacob, “Return to the land of your fathers and to your kindred, and I will be with you.”","Hakhe Subraiyung bono hai hwnwi sa kha, “Nwng nini nwphani tei nini sandai masarokni ha-o kiphilwi tháng di. Ang nwng bai baksa tongnai.”"
"So Jacob sent and called Rachel and Leah into the field where his flock was,",Hakhe Jakob Rahel bai Leano bini merarok tongmani a hapharo phai di hwnwi ring rw rohor kha tei
"and said to them, “I see that your father does not regard me with favor as he did before. But the God of my father has been with me.","bórokno hai hwnwi sa kha, “Nwpha swkango ang bai tongma tẃi khe tei tabuk tong li ya; tamo khe ani aphani Kaitor le ang bai’-no tongwi phai-o."
You know that I have served your father with all my strength;,"Norok khoroknwi’-no si-o, ang nwphani bagwi bebak phan rwui samung tangwi phai kha;"
"yet your father has cheated me and changed my wages ten times, but God did not permit him to harm me.","aile bo khe ano bandi kha tei uáichi ani dormaino slái kha, tamo khe Kaitor bono ani mungsa hamya khlai rw li ya."
"If he said, ‘The spotted shall be your wages,’ then all the flock bore spotted; and if he said, ‘The striped shall be your wages,’ then all the flock bore striped.","Bo ‘A merengrok nini manthai wngnai’ hwn khe bebakno mari gwnang máng bá kha, phiya ‘Brang brang bumul gwnangrok nini manthai wngnai’ hwn khe bebakno brang brang bumul gwnang mera bwsa bá kha."
"Thus God has taken away the cattle of your father, and given them to me.",Omo hai kheno Kaitor nwphani pun merarokno naui ano rwui rw kha.
"In the mating season of the flock I lifted up my eyes, and saw in a dream that the he-goats which leaped upon the flock were striped, spotted, and mottled.","Pun merarok ogo bwsa wng laima jora-o, ang imang kaisa nuk kha, punjuarok, pun-merajwkrokni saka-o kasanairok bebakno merengrok, metrengrok, brang brang marirok gwnang máng."
"Then the angel of God said to me in the dream, ‘Jacob,’ and I said, ‘Here I am!’","Kaitorni suari imango ang bai nukjagwi ‘Jakob’ hwnwi ring khe ang ‘I’n ang orono!’ hwnwi sa kha,"
"And he said, ‘Lift up your eyes and see, all the goats that leap upon the flock are striped, spotted, and mottled; for I have seen all that Laban is doing to you.","hakhe bo hai hwnwi sa kha ‘Khorok tisaui naisik di, bebak pun mera bodolni pun merajwkrokni saka kanai punjua merarok bebakno metrengrok, brang brang mari gwnangrok máng. Tamni hwn ba ang Laban nono bebak khlaimarokno nuk kha."
"I am the God of Bethel, where you anointed a pillar and made a vow to me. Now arise, go forth from this land, and return to the land of your birth.’ ”","Ang wng kha Bethelni Kaitor, nwng holongni thongla káiwi thok lu-ui ani thani swmai tangma a Bethelo nwng bai nukjaknai a Kaitor. Hakhe tabuk nwng bachaui o hani nongkhorwi nini achaima ha-o kiphilwi tháng si di.’ ”"
"Then Rachel and Leah answered him, “Is there any portion or inheritance left to us in our father's house?","Hakhe Rahel bai Lea bono hai hwnwi sa kha, “Chini aphani nogo chini bagwi aro mungsa phano mannani kwrwi kha da?"
"Are we not regarded by him as foreigners? For he has sold us, and he has been using up the money given for us.","Chwng bo bai buini hani borokrok hai khe se tonjago ahai ya diba? Bo chwngno phalwi rw kha, chwngno phalwi rang manma bebak rangrokbo swbaiwi tong kha."
"All the property which God has taken away from our father belongs to us and to our children; now then, whatever God has said to you, do.”",Kaitor chini aphani aroni tlangwi thángma rangrok bebakno chini tei chini bwsarokni máng se; hakhe tabuk Kaitor nono samani tẃi’-no khw se khlai si di.”
"So Jacob arose, and set his sons and his wives on camels;",Hakhe Jakob tiyar wngwi bwsarokno tei bihiksongno mangingang saka-o kasa rw bai kha;
"and he drove away all his cattle, all his livestock which he had gained, the cattle in his possession which he had acquired in Paddan-aram, to go to the land of Canaan to his father Isaac.",tei bo bini tong kwrwi pun-merarok mal-matarokno bebakno bo Padan-aramo yago chopma mal-matarokno béngkhlaiwi bupha Isakni Kanan ha-o thángna bagwi lam rw kha.
"Laban had gone to shear his sheep, and Rachel stole her father's household gods.","Laban khe bini merarokni buikhumu rana bagwi thángo, aphuru khe Rahel buphani núkhungni mwtairokno khok kha."
"And Jacob outwitted Laban the Aramean, in that he did not tell him that he intended to flee.","Jakob, Aramiasa Labanno bo khárna naimano si rw li ya."
"He fled with all that he had, and arose and crossed the Euphrates, and set his face toward the hill country of Gilead.",Bo bini tong kwrwi tẃi naui khár lang kha tei Uphratis twimano bárwi hachuk phaisingni ha Giliad bwkhak lam rw kha.
"When it was told Laban on the third day that Jacob had fled,",Nokha salthamni ulo khe Jakob khár kha hwnwi Laban sajak kha.
he took his kinsmen with him and pursued him for seven days and followed close after him into the hill country of Gilead.,Laban bini borokrokno tẃiwi salsni romwi Jakobno hathái ha Giliad jora thángwi bono slap tẃi slap tẃi wngwi kha.
"But God came to Laban the Aramean in a dream by night, and said to him, “Take heed that you say not a word to Jacob, either good or bad.”","A horo Kaitor Aramiasa Labanni thani phaiwi bo bai imango nukjagwi bono hai hwnwi sa kha, “Khna di, nwng Jakobno tháisa phano kaham hamya ta sa di.”"
"And Laban overtook Jacob. Now Jacob had pitched his tent in the hill country, and Laban with his kinsmen encamped in the hill country of Gilead.","Hakhe Laban Jakobno slabwi kha. Aphuru Jakob khe hachuk saka-o bini rí nok swngwi tong kha, hakhe Labanbo hachuk saka-o bini borokrok bai khe aro sók phai kha."
"And Laban said to Jacob, “What have you done, that you have cheated me, and carried away my daughters like captives of the sword?","Laban Jakobno hai hwnwi sa kha, “Nwng tamoni bagwi ano bandi lang tei ani sajwksongno choba-o romwi tlangjaknairok hai khe tubu-ui phai lang?"
"Why did you flee secretly, and cheat me, and did not tell me, so that I might have sent you away with mirth and songs, with tambourine and lyre?","Nwng ba tamo ano sa yaui sereksa khe bandiui ma khár lang? Ang ba bwkha srangwi’-no, rwchapma bai kham bai khum bai khe nono rohorwi man kha mun ya diba?"
And why did you not permit me to kiss my sons and my daughters farewell? Now you have done foolishly.,Nwng ano tamoni angsukrokno tei sajwksongno motom su rwui nairwgwi rohorna rw li ya wng lang? Obo le nwng butuani samung tang kha.
"It is in my power to do you harm; but the God of your father spoke to me last night, saying, ‘Take heed that you speak to Jacob neither good nor bad.’",Nono dera rwnani ani phan tongo; tamo khe nwphani Kaitor ano miya horo nono ‘Mungsa kaham phano eba hamya phano ta sa di’ hwnwi sa kha.
"And now you have gone away because you longed greatly for your father's house, but why did you steal my gods?”","Ang saui mano nwng nwphani hano belai khe khátangjak kha, phiya ba nwng tamo ani nokni mwtairoknoba ma khok lang?”"
"Jacob answered Laban, “Because I was afraid, for I thought that you would take your daughters from me by force.","Jakob Labanno hai hwnwi sa kha, “Nwng nwsajwksongno ani aroni segwi na anw hwnwi khákaui ang kiri kha."
"Any one with whom you find your gods shall not live. In the presence of our kinsmen point out what I have that is yours, and take it.” Now Jacob did not know that Rachel had stolen them.","Tamo khe nwng oro tongnairokni bere khoroksa swkni aro nini mwtairokno man khe bono butharwi páijaknai. Oro bebak ani borokrokni bwskango, oro nini mungsa swk da tong nai di, tong khe abono naui pái di.” Tamo khe Rahel Labanni núkhungni mwtairokno khokma khe Jakob saui man ya."
"So Laban went into Jacob's tent, and into Leah's tent, and into the tent of the two maidservants, but he did not find them. And he went out of Leah's tent, and entered Rachel's.","Hakhe Laban Jakobni ríni nogo; Leani ríni nogo; tei khoroknwi selengjwkrokni ríni nogobo naitugwi kha, hai phano bo bini mwtairokno man li ya. Ulo khe Leani ríni nokni ongkhorwi Rahelni ríni nogo tháng kha."
"Now Rachel had taken the household gods and put them in the camel's saddle, and sat upon them. Laban felt all about the tent, but did not find them.","Rahel núkhungni a mwtairokno khogwi mangingang saka-o achukthai snamjak rí bisingo huiwi a saka-o achugwi tong kha. Laban ríni bebak nogono naituk kha, tamo khe man li ya."
"And she said to her father, “Let not my lord be angry that I cannot rise before you, for the way of women is upon me.” So he searched, but did not find the household gods.","Rahel buphano hai hwnwi sa kha, “Nwng ano ta joli di, tamni hwn ba ang nini bwskango bachaui man glak kho, ang sak tangwi man ya wngwi tongo.” Hakhe bo naituk phano bini núkhungni mwtairokno man li ya."
"Then Jacob became angry, and upbraided Laban; Jacob said to Laban, “What is my offense? What is my sin, that you have hotly pursued me?","Hakhe Jakob jolijak kha tei Laban bai uálai kha; aphuru khe Jakob Labanno hai hwnwi hwn kha, “Ang tamo samung hamya tang kha ba? Bubo tẃi cha yani bagwi aswk joliui ano ma riphrigwi phai lang ba?"
"Although you have felt through all my goods, what have you found of all your household goods? Set it here before my kinsmen and your kinsmen, that they may decide between us two.","Nwng tabuk ani nok gwnangwini bebak manwirogo naitugwi naiwi nini nokni tamo manwino man lang ba? Tabuk omono nini borok bai ani borokrokni bwskango ton si di, bórokno saboni cha cha ya chong si thung."
"These twenty years I have been with you; your ewes and your she-goats have not miscarried, and I have not eaten the rams of your flocks.",O nokha bisik nwichi ang nwng bai se tongo; nini merarok tei punjwkrokni bwsabo chokhrai ya tei angbo nini mera bodolni mera masabo chá ya.
"That which was torn by wild beasts I did not bring to you; I bore the loss of it myself; of my hand you required it, whether stolen by day or stolen by night.","Bolongni yabrwirok bai mera masa swk phano butharjak khe, ang abono nini thani tubu ya; tamo khe ang se baithang abono nono su-ui rw-o. Salo da khokjak horo da khokjak nwng abórokno ani thani kiphilwi na-o."
"Thus I was; by day the heat consumed me, and the cold by night, and my sleep fled from my eyes.","Salo khe ang belai satung manjak kha tei hor kwbángma’-no kwchangma manjak kha, ang thu-ui man li ya."
"These twenty years I have been in your house; I served you fourteen years for your two daughters, and six years for your flock, and you have changed my wages ten times.","O nokha bisik nwichi ang nini nogo máng se; nwsajwk khoroknwini bagwi ang nono nokha bisi chibrwi mon kha tei nokha bisi dok nini mal-matarokno mwrwk kha, nwng ani mulani rang uáichi slái kha."
"If the God of my father, the God of Abraham and the Fear of Isaac, had not been on my side, surely now you would have sent me away empty-handed. God saw my affliction and the labor of my hands, and rebuked you last night.”",Ani aphani Kaitor tei Abraham bai Isakni Kaitor ang bai kwrwi hwn khe nwng bu masíngo’-no ano yak bukcha khe rwkhlaiwi rohor kha mun. Tamo khe Kaitor ani tong kesepno tei ani samung tangmano nugwi thángnai horo nono khorai kha.”
"Then Laban answered and said to Jacob, “The daughters are my daughters, the children are my children, the flocks are my flocks, and all that you see is mine. But what can I do this day to these my daughters, or to their children whom they have borne?","Laban Jakobno hai hwnwi kiphilwi sa kha, “O bwrwimasong ani sajwksong máng; bórokni bwsarokbo ani’-no, o mal-matarokbo ani mángno, oro nukmani bebakno ani máng se. Tamo khe tinini salo ang o ani sajwksongno eba bórok bámani bwsarokno tamo khlaiwi man sinai?"
"Come now, let us make a covenant, you and I; and let it be a witness between you and me.”",Phai di tabuk nwng bai ang kók khaui swmai tang sinai; abo nwng bai ani sakki wng si thung.”
"So Jacob took a stone, and set it up as a pillar.",Hakhe Jakob holongdap kaisa naui thongla kái kha.
"And Jacob said to his kinsmen, “Gather stones,” and they took stones, and made a heap; and they ate there by the heap.","Jakob bini sakni borokrokno “Holongrok thum di,” hwnwi sa khe bórok holong naui rúngwi chong chong khe tisa kha; tei bórok a holong burungni samo khe chá lai kha."
Laban called it Jegar-sahadutha: but Jacob called it Galeed.,Laban abono Jagar-Sahadutha hwnwi mung phar kha; tamo khe Jakob khe abono Galid hwnwi mung phar kha.
"Laban said, “This heap is a witness between you and me today.” Therefore he named it Galeed,","Laban hai hwnwi sa kha, “O holongni burung’-no tini nwng bai ang swmai tangmani mari.” Aboni bagwino bo abono Galid hwnwi mung phar kha."
"and the pillar Mizpah, for he said, “The Lord watch between you and me, when we are absent one from the other.",Hakhe bo holong káimano khe Mijpa hwnwi hwn kha; tamni hwn ba “Subraiyung se nwng bai ang kak laima yagulo chwngno nainaisa.
"If you ill-treat my daughters, or if you take wives besides my daughters, although no man is with us, remember, God is witness between you and me.”","Tumung nwng ani sajwksongno sátok khe eba ani sajwksong tong twtwi tei kubun bwrwirok na khe, muitu narwk di chwng bai tei kubun borok kwrwi phano, chwng khoroknwini bisingo Kaitor tongo.”"
"Then Laban said to Jacob, “See this heap and the pillar, which I have set between you and me.","Hakhe Laban Jakobno hai hwnwi sa kha, “Nini bai ani kwcharo o holong rúngjak bai thonglano naisik di."
"This heap is a witness, and the pillar is a witness, that I will not pass over this heap to you, and you will not pass over this heap and this pillar to me, for harm.","O rúngjak holong burung bai thongla wng kha chini bagwi kók sachu rwnai, ang o holong burung tei thonglano láiwi nini ayang tháng glak tei nwng’-bo o holong rúngjak bai thonglano basu-ui hamya samungni bagwi ani yang phai man glak."
"The God of Abraham and the God of Nahor, the God of their father, judge between us.” So Jacob swore by the Fear of his father Isaac,","Abrahamni Kaitor, Nahorni Kaitor chwng khoroknwino buj thumnai.” Hakhe Jakob bupha Isak khulumma Kaitorni mungwi o swmaino narwknai hwnwi kwrak khe swmai tang kha,"
and Jacob offered a sacrifice on the mountain and called his kinsmen to eat bread; and they ate bread and tarried all night on the mountain.,hakhe Jakob mui masa ratharwi hathái-o barogwi bini borokrokno auang chánani kobok hor kha; bórok chá lai kha tei horo a hathái-o hopung tong lai kha.
"Early in the morning Laban arose, and kissed his grandchildren and his daughters and blessed them; then he departed and returned home.","Teini phung aisirisiri Laban bacha kha tei thángwi busuksongno, bwsajwksongno motom su kha tei hamari rw kha; hakhe bo aroni lam rwui nogo kiphilwi phai kha."
Jacob went on his way and the angels of God met him;,Jakob lama tẃi thángwi tong phuru Kaitorni suarirok bo bai phaiwi malai phai kha;
"and when Jacob saw them he said, “This is God's army!” So he called the name of that place Mahanaim.","Jakob bórokno nuk khe hai hwnwi sa kha, “Omo Kaitorni sengkrak se!” Hakhe bo a jagani mung Mahanaim hwnwi mung phar kha."
"And Jacob sent messengers before him to Esau his brother in the land of Seir, the country of Edom,",A borokrok bini takhuk Esauno Idomni Seir ha-o hai hwnwi saui borok rwi rohor kha.
"instructing them, “Thus you shall say to my lord Esau: Thus says your servant Jacob, ‘I have sojourned with Laban, and stayed until now;","Norok ani nokphang Esauno hai hwnwi sa di, “Nini seleng Jakob omo hai sa-o; ‘Ang buini ha-o Labanni aro tabuk jora tong kha;’"
"and I have oxen, asses, flocks, menservants, and maidservants; and I have sent to tell my lord, in order that I may find favor in your sight.’ ”","tei ani musuk chwlarok korai chirkarok, pun tokrok chwla tei bwrwi selengrok tongo. Ang nwng bai khairokjakna bagwi se borok rwi rohoro.”"
"And the messengers returned to Jacob, saying, “We came to your brother Esau, and he is coming to meet you, and four hundred men with him.”","A borokrok kiphilwi phaiwi Jakobno hai hwnwi sa kha, “Chwng nini takhuk Esauni thani tháng kha, bo nwng bai malaina bagwi phaiwi tongo. Bo bai baksa borok khorokbrwi-ra tongo.”"
"Then Jacob was greatly afraid and distressed; and he divided the people that were with him, and the flocks and herds and camels, into two companies,","Jakob kiriui uanajak kha, hakhe bo bo bai baksa tongma borokrokno khaknwi khe swkak kha tei merarok, punrok mal-matarok tei mangingangroknobo haino swkak kha,"
"thinking, “If Esau comes to the one company and destroys it, then the company which is left will escape.”","bo hai hwnwi uansuk kha, “bodol kaisano swprak phaisani tei kaisa bodol khárwi mannai.”"
"And Jacob said, “O God of my father Abraham and God of my father Isaac, O Lord who didst say to me, ‘Return to your country and to your kindred, and I will do you good,’","Aphuru khe Jakob hai hwnwi sa kha, “O ani chuchu Abrahamni Kaitor tei apha Isakni Kaitor, ‘nini sakni ha-o tei sakni borokrokni thani kiphilwi tháng di, ang nini kaham khlainai’ hwnwi ano sanai Subraiyung;"
"I am not worthy of the least of all the steadfast love and all the faithfulness which thou hast shown to thy servant, for with only my staff I crossed this Jordan; and now I have become two companies.","ang le nini Khairokma tei sói khe naijakna chúk ya, nini seleng se, raidang kongsa simi yago khe nongkhorwi Jordan lái thángma se, tabuk ani bodol kwnwi wng kha."
"Deliver me, I pray thee, from the hand of my brother, from the hand of Esau, for I fear him, lest he come and slay us all, the mothers with the children.","Ani takhuk Esauni yakni ano phiyók ja di hwnwi ang suri ja-o, tamni hwnma le bo chwngno swpragwi chwngno bebakno sokomorwi páinai tei bwrwi bwsa chwrai bwsarokno buda butharwi páilangno hwnwi, ang kiri-o.”"
"But thou didst say, ‘I will do you good, and make your descendants as the sand of the sea, which cannot be numbered for multitude.’ ”","Tamo khe nwng, “Ang nini kaham khlainai tei nini bosong twijlangni hasing hai khe ernai, abono lekhaui pái rwi man glak” o kókbo sa kha."
"So he lodged there that night, and took from what he had with him a present for his brother Esau,","A horo bo arono tong kha tei bini takhuk Esauni bagwi bini aro tongmarokni bisingni’-no,"
"two hundred she-goats and twenty he-goats, two hundred ewes and twenty rams,","makranwi punjwk tei mak chinwi punjua, makranwi merajwk tei mak chinwi mera chwla,"
"thirty milch camels and their colts, forty cows and ten bulls, twenty she-asses and ten he-asses.","mak thamchi abuktwi rwnai mangingang tei abórokni bwsa, mak brwichi musuk bwrwi tei mak chi musuk chwla, mak nwichi korai chirka bwrwi tei mak chi korai chirka chwlano saiwi na kha."
"These he delivered into the hand of his servants, every drove by itself, and said to his servants, “Pass on before me, and put a space between drove and drove.”","Bo abórokno gut gut khe khak kha, kaisa kaisa gutni bagwi khoroksa khoroksa selengno barja berwi rw kha. Bo bórokno hai hwnwi sa kha, “Ani slái swkang swkang tháng lai di, kaisa gut bai tei kaisa gutno hakchal khe béng di.”"
"He instructed the foremost, “When Esau my brother meets you, and asks you, ‘To whom do you belong? Where are you going? And whose are these before you?’","Bo swkangni a selengno hai hwnwi dagiui sa kha, “Ani takhuk nwng bai malaiwi ‘Norokni nokphang sabo tei buro thángnai? Tei o mal-matarok saboni’ hwnwi sẃng khe"
"then you shall say, ‘They belong to your servant Jacob; they are a present sent to my lord Esau; and moreover he is behind us.’ ”",nwng hai hwnwi sa di ‘omorok nini seleng Jakobni se; bo omorokno bini bugra Esauno se hili rohoro; tei bo chini uklogo khe phaiwi tongo.’ ”
"He likewise instructed the second and the third and all who followed the droves, “You shall say the same thing to Esau when you meet him,","Aboni ulninobo abo hai’-no dagiui sa kha tei kubun mal-matarokni barja gwnangroknobo hai hwnwi sa kha, “Omo haino norok Esau bai malai khe ma sanai,"
"and you shall say, ‘Moreover your servant Jacob is behind us.’ ” For he thought, “I may appease him with the present that goes before me, and afterwards I shall see his face; perhaps he will accept me.”","haibo hwnwi sa di, ‘nini seleng Jakob chini uldrobo’-no phaiwi tongo.’ Tamni hwn ba bo uansuk kha, ‘Ang omo hilirok bai bini bwkhano methebwi mannai, bo ano yachagwi phano mano.’ ”"
So the present passed on before him; and he himself lodged that night in the camp.,Hakhe bo bini slái swkango hilirok rwui rohor kha tei a horo bo a bini ríni nogono tong rwk kha.
"The same night he arose and took his two wives, his two maids, and his eleven children, and crossed the ford of the Jabbok.",A horo’-no Jakob bachaui bihik khoroknwino tei khoroknwi selengjwkrok phiya khorokchisa bwsarokno tẃiwi Jabok twimano bárwi tháng kha.
"He took them and sent them across the stream, and likewise everything that he had.",Abórokno twi bár rwui rohor baiwi bo bini tong kwrwi tẃi bebakno rwui rohor kha.
And Jacob was left alone; and a man wrestled with him until the breaking of the day.,Tamo khe Jakob saichung uklogo tong rwk kha; hakhe borok khoroksa phaiwi bo bai aiyasak sólai phai kha.
"When the man saw that he did not prevail against Jacob, he touched the hollow of his thigh; and Jacob's thigh was put out of joint as he wrestled with him.","A borok nai ba Jakobno mechenwi se man ya wngwi tong kha, hakhe bo bini yaphungni jorani bekrengo yak koson kha, hakhe sólaiwi tong phuru’-no Jakobni yaphungni jora báiwi tháng kha."
"Then he said, “Let me go, for the day is breaking.” But Jacob said, “I will not let you go, unless you bless me.”","Aphuru khe a borok hai hwnwi sa kha, “Ano yakar di, sal pasaui tong kha.”
Hakhe Jakob hai hwnwi sa kha, “Nwng ano hamari rw ya sak ang nono yakar ya.”"
"And he said to him, “What is your name?” And he said, “Jacob.”",Hakhe a borok “Nini mung tamo” hwnwi sẃng khe “Jakob” hwnwi bo sa kha.
"Then he said, “Your name shall no more be called Jacob, but Israel, for you have striven with God and with men, and have prevailed.”","A borok hai hwnwi sa kha, “Nini mung tei Jakob wng glak kha, Nwng Kaitor bai tei borok bai choba khlaiwi mungnwio’-no pái kha, aboni bagwi nini mung Israil wngnai.”"
"Then Jacob asked him, “Tell me, I pray, your name.” But he said, “Why is it that you ask my name?” And there he blessed him.","Hakhe Jakob bono hai hwnwi sẃng kha, “Nini mung le tamo ano sa ja di.”
Tamo khe bo hai hwnwi sa kha, “Nwng tamo ani mung sinani muchung?” Hakhe bo Jakobno hamari rw kha."
"So Jacob called the name of the place Peniel, saying, “For I have seen God face to face, and yet my life is preserved.”",“Ang dak-dak khe mokol baithang Kaitorno nugwibo ang kwthang tong kha” aboni bagwi Jakob abono Peniel hwnwi mung phar kha.
"The sun rose upon him as he passed Penuel, limping because of his thigh.",Jakob Penuelni kutul khe’-no sal kasa kha tei bo bini yaphungni bagwi khorabe khorabe khe ma him kha.
"Therefore to this day the Israelites do not eat the sinew of the hip which is upon the hollow of the thigh, because he touched the hollow of Jacob's thigh on the sinew of the hip.",Tabuk jorabo Israilrok yaphungni jorani bahanno chá ya; tamni hwn ba Jakob le a yaphung jora’-ono swprakjago.
"And Jacob lifted up his eyes and looked, and behold, Esau was coming, and four hundred men with him. So he divided the children among Leah and Rachel and the two maids.","Jakob naiwi nuk kha, Esau bini borok khorokrabrwirokno tẃiwi phaimani nuhur kha, hakhe bo bwsarokno, Lea, Rahel tei khoroknwi selengjwkrokno khaknwi khe khagwi rw kha."
"And he put the maids with their children in front, then Leah with her children, and Rachel and Joseph last of all.",Bo selengjwkrok bai bórokni bwsarokno ton kha tei aboni ulo khe Lea bai bini bwsarokno tei uklogo khe Rahel bai Josep.
"He himself went on before them, bowing himself to the ground seven times, until he came near to his brother.","Jakob khe bórok bebakni slái bwskango, bo bini takhukni bwskango sógwi khe’-no uáisni ha-o klaiwi botok khe khulum kha."
"But Esau ran to meet him, and embraced him, and fell on his neck and kissed him, and they wept.",Tamo khe Esau bo bai malaina bagwi khachigwi tháng kha tei kotogo kwbagwi motom su kha tei bórok kap lai kha.
"And when Esau raised his eyes and saw the women and children, he said, “Who are these with you?” Jacob said, “The children whom God has graciously given your servant.”","Esau yang yang naiwi nai khe bwrwirokno tei chwrairokno nuk khe hai hwnwi sẃng kha, “Nwng bai baksa o borokrok sabo wng bai kha?”
Jakob hai hwnwi sa kha, “Bórok khe, Kaitor khairogwi nini o selengno rwmani bwsarok se.”"
"Then the maids drew near, they and their children, and bowed down;","Hakhe selengjwkrok, bwsarok bai phaiwi bono khulum phai kha."
"Leah likewise and her children drew near and bowed down; and last Joseph and Rachel drew near, and they bowed down.","Hakhe Lea bai bwsarok phaiwi khulum phai kha, bebakni ulo khe Jakob bai Rahel phaiwi khulum phai kha."
"Esau said, “What do you mean by all this company which I met?” Jacob answered, “To find favor in the sight of my lord.”","Esau hai hwnwi sẃng kha, “Ang tei kubun bodolrok malaimarok le tamo? Abórokni gujok ba tamo wng lang?”
Jakob hai hwnwi sa kha, “Abo nini bwkha manna bagwi se.”"
